,Component 1,Component 2
2237,5.8204656,2.2277792
2238,6.944703,0.20055732
2239,-0.2621208,-4.1701818
2240,9.146062,-0.26646644
2241,8.080386,-1.2103643
2242,-3.2655175,-1.621002
2243,7.250467,0.54886436
2244,3.7940273,1.3347515
2245,8.135017,0.394616
2246,-5.743821,-7.5582967
2247,-8.60477,8.616006
2248,2.0335066,2.245707
2249,-2.4097571,-3.5134432
2250,4.142697,2.988784
2251,-4.624723,-3.0258505
2252,-0.0417486,-2.6000907
2253,0.7760679,-3.07281
2254,3.9386063,2.7214408
2255,10.330472,-0.5357753
2256,-6.815223,-7.96759
2257,-7.046095,7.2142496
2258,0.1280563,-2.4397724
2259,4.337318,3.410849
2260,3.2987175,1.7541134
2261,-0.024549538,-4.188686
2262,7.791692,-0.23189308
2263,-2.1047251,0.22682494
2264,1.7196779,-2.153725
2265,-1.7439252,3.1363425
2266,0.65533024,-2.9453466
2267,4.069051,2.6362932
2268,-6.36866,-9.735718
2269,-4.8175626,-5.889369
2270,0.44641602,-3.4408083
2271,0.10291106,-3.3081157
2272,6.2050304,-1.2116653
2273,-6.6714334,10.874774
2274,-5.4103584,-6.376561
2275,3.9548361,3.3005595
2276,-7.5064754,-8.927643
2277,2.6834853,2.9162536
2278,0.672283,-2.3615224
2279,-7.632346,-8.594461
2280,6.8930774,-1.800188
2281,3.6569345,4.405829
2282,1.7767074,-2.8971798
2283,-1.4903892,-3.3529809
2284,-4.5626764,5.284188
2285,-4.8889265,-5.8596416
2286,-8.693264,11.373339
2287,9.054486,-1.0974919
2288,-3.9271414,2.7099633
2289,-6.510232,8.439134
2290,0.8542437,-1.495886
2291,-3.2968614,-5.3720894
2292,6.211539,0.38656732
2293,13.533837,-0.76053125
2294,3.3066688,4.912025
2295,8.113225,0.1426548
2296,2.0879726,0.09512734
2297,4.188748,4.0375705
2298,-3.7924073,-5.827579
2299,8.477534,0.70545375
2300,-7.2514873,-7.7687216
2301,-7.4495335,-7.7854757
2302,8.326501,-0.3056558
2303,-6.321316,-7.107572
2304,-5.68069,8.923157
2305,3.6506274,4.6380353
2306,-1.6042321,-4.2294397
2307,0.7181592,-2.8446412
2308,-7.095551,-9.117482
2309,3.295543,3.9159539
2310,7.0599914,-0.28150666
2311,-6.3324556,-7.039645
2312,-6.589279,6.203198
2313,5.211152,1.9133832
2314,10.615003,-1.7113761
2315,0.26619485,-3.359885
2316,-8.844304,11.013181
2317,-6.0599318,-6.1811233
2318,-4.2032857,-5.7550845
2319,-3.3152328,3.4933667
2320,-6.5567245,9.746898
2321,2.8419342,3.6032112
2322,-1.4588884,-4.617991
2323,-0.2506823,-2.415071
2324,11.499743,-0.5549934
2325,7.6148896,0.03714118
2326,-8.663716,9.270389
2327,3.6647003,3.9350808
2328,-6.0669374,9.252018
2329,4.123458,2.2242508
2330,-5.7032413,-6.8731217
2331,-6.401879,-7.84323
2332,-6.6494994,8.038162
2333,3.2766168,4.3781137
2334,7.6077538,0.26190835
2335,-4.457307,-5.930264
2336,6.412708,-3.3439212
2337,6.0930977,0.95166206
2338,-4.259472,6.3195305
2339,13.73351,-0.035678785
2340,-5.547487,7.4003954
2341,3.9573839,2.5942347
2342,6.682332,-0.67517686
2343,-1.0499121,-1.2311076
2344,-0.291808,-0.75551146
2345,10.52231,-0.86091244
2346,2.943795,4.157824
2347,-0.6754871,-2.8257914
2348,4.2633524,5.788976
2349,3.850968,5.3147955
2350,-5.0448346,4.930788
2351,-5.4741454,-6.973366
2352,-5.781592,-6.8677382
2353,1.8707465,0.90360266
2354,-6.7098618,-6.9461193
2355,1.8187821,-2.4563406
2356,12.152883,-0.47311002
2357,8.5591345,-0.24855658
2358,-8.087551,9.606442
2359,3.4278991,4.7655153
2360,3.3464098,1.8847928
2361,-6.5911784,9.36707
2362,-0.58883727,-4.899457
2363,4.5629134,0.8240242
2364,3.7863147,2.9482667
2365,-8.506591,9.541923
2366,-6.9444623,8.744381
2367,-7.2378407,6.874444
2368,9.480948,-2.41792
2369,6.349735,0.9626299
2370,-5.808747,-7.129911
2371,9.3324995,0.24948677
2372,0.32446355,-3.3287017
2373,-8.082703,8.236089
2374,2.7196577,2.1490927
2375,9.610718,0.21576294
2376,-3.3429043,0.7360111
2377,10.572305,-0.8207854
2378,4.7857337,2.169031
2379,-6.7344193,4.1089807
2380,1.4742401,-1.2923642
2381,3.3082857,4.826047
2382,8.578389,0.57120204
2383,-7.279255,-9.493895
2384,-1.0537765,-1.7260596
2385,1.885377,2.945736
2386,3.2355766,5.904515
2387,7.925162,-1.5517402
2388,-6.7986903,-9.56149
2389,-10.062578,12.859748
2390,-9.415062,7.515743
2391,9.600947,0.45980027
2392,-4.470157,0.42557165
2393,-8.173978,9.083007
2394,9.603812,0.09876282
2395,-5.410438,-6.285922
2396,3.0427978,4.7055683
2397,-8.003496,6.83965
2398,-6.59984,-8.251903
2399,0.29999623,-3.9957914
2400,-4.7148504,7.1246977
2401,3.685801,-1.6230865
2402,3.6767552,3.209023
2403,11.603913,-0.014731431
2404,-4.984491,8.097708
2405,9.026318,3.0723383
2406,-4.844817,5.8220997
2407,10.067115,-1.2350365
2408,-5.980684,7.620006
2409,6.6958294,0.33992472
2410,-0.17833623,-2.4909816
2411,-6.5663366,8.7713995
2412,5.376583,2.812131
2413,3.1430578,1.3440154
2414,-3.3077824,3.6761334
2415,0.68856156,-3.3427377
2416,7.671157,0.10673185
2417,6.5731735,-0.14412096
2418,-7.2989726,2.6210785
2419,-6.5488677,-8.939547
2420,-8.228257,9.464674
2421,-1.4248596,-4.1829023
2422,-4.8332787,3.897188
2423,-8.692172,7.5131197
2424,4.364655,4.272501
2425,-6.356807,7.2784157
2426,5.335091,-0.52307016
2427,-0.8862229,-2.9680705
2428,4.0954003,3.9205027
2429,-3.3093352,-4.590382
2430,-5.7171254,5.4902663
2431,7.105511,1.0906109
2432,-6.8342924,-7.6689634
2433,4.2473145,1.3025217
2434,3.1603396,4.2270327
2435,0.099708736,-3.4692442
2436,5.8189254,0.45988423
2437,-4.8210106,-6.532482
2438,8.685167,1.0130908
2439,-0.97192365,-3.403376
2440,10.274736,-0.92295617
2441,0.015638933,0.1474123
2442,-5.8409343,8.262636
2443,-6.658108,-7.3607163
2444,-8.868683,6.9161496
2445,-5.7046742,-7.05455
2446,-7.7873425,-6.1236296
2447,-8.91142,8.85141
2448,4.371427,3.110537
2449,6.019934,0.053338036
2450,7.0148926,1.8967211
2451,-4.1666408,-4.175835
2452,-8.875146,8.972872
2453,4.335961,5.455953
2454,-2.8059208,4.60764
2455,3.2253597,3.7293775
2456,-7.0200357,-8.150993
2457,11.252522,-0.979444
2458,9.851176,-0.41101712
2459,-5.7688947,-6.727746
2460,-9.566122,15.476408
2461,3.1165175,2.7994044
2462,8.110431,1.1565711
2463,-7.030733,-8.66525
2464,9.274976,-0.9103077
2465,-5.627553,9.465612
2466,-7.616462,11.412927
2467,0.87958443,-1.6376925
2468,5.845273,2.484282
2469,-10.095289,12.811197
2470,-1.0096849,-4.131559
2471,-5.603968,9.164291
2472,-5.1352353,-7.255837
2473,9.1813965,-1.047477
2474,3.793128,2.4381614
2475,3.3680778,4.6236057
2476,-4.259243,-3.941461
2477,-0.9628125,-1.1542832
2478,4.5332384,1.472043
2479,-9.146102,9.60476
2480,8.560147,0.7494903
2481,0.128301,-4.2551703
2482,13.42776,-0.5821218
2483,9.445348,-0.44395357
2484,-8.097501,9.154771
2485,-6.7267184,-7.019705
2486,-6.9726806,-7.592957
2487,-7.3629627,-9.839211
2488,-8.021406,5.2581544
2489,9.609783,-0.11446615
2490,4.0788727,3.6387248
2491,1.020238,-3.476139
2492,2.5436745,4.143356
2493,4.532022,2.7342134
2494,-6.1796246,-8.816557
2495,-3.5628793,-4.6067805
2496,-3.224892,-4.323944
2497,-0.62385184,-0.8891627
2498,-8.52305,9.907246
2499,0.7734637,-4.1230764
2500,4.3394046,3.4492462
2501,3.3688762,2.31392
2502,-1.4377602,-2.93064
2503,2.0123966,2.7167323
2504,3.5847654,1.2492987
2505,-6.658478,-6.608506
2506,0.15318991,-3.0229933
2507,-8.5613165,10.698999
2508,6.0052557,2.0097594
2509,0.2731488,-2.4062657
2510,5.981714,-0.39255166
2511,-5.760459,3.1123543
2512,-1.6296589,-2.6101453
2513,-0.405907,-4.051511
2514,-6.33375,5.2337656
2515,4.092207,4.7192097
2516,-0.5215317,-4.7660594
2517,3.9436975,2.7121117
2518,-4.4844856,6.1258163
2519,-1.3045043,-5.217502
2520,-0.6151365,-4.2787137
2521,8.112615,0.4589935
2522,-6.5652227,6.7558928
2523,-5.0765586,-6.4720135
2524,6.285336,0.89193285
2525,3.081581,3.8293824
2526,-8.1649475,8.944
2527,-10.386806,11.764952
2528,5.737875,1.9489659
2529,3.7804272,2.3552322
2530,-5.295734,6.565149
2531,11.526132,-0.5584342
2532,2.8615189,3.3394716
2533,13.384786,-0.8679573
2534,-6.251677,-7.6267524
2535,-3.0912242,-5.3393645
2536,-7.2789383,10.504086
2537,-4.209176,-5.145557
2538,-1.3538004,-0.10924933
2539,4.9507685,4.639762
2540,1.9651897,-1.9868059
2541,-6.884036,-9.341184
2542,-0.22597489,-2.8327203
2543,11.437184,-0.7794026
2544,3.3105097,3.4586902
2545,3.9170213,4.038738
2546,-3.1529186,0.46518475
2547,2.330961,3.137687
2548,-1.8676667,-3.324715
2549,0.25800848,-0.18460736
2550,-1.3163971,-3.079918
2551,-0.82738537,-4.312354
2552,3.8278916,2.4985616
2553,-5.705093,-7.574152
2554,3.4080935,0.7123006
2555,-3.9571803,6.240744
2556,-8.159528,10.750555
2557,7.786244,0.14774111
2558,1.3855189,-3.8476992
2559,2.264668,2.7291603
2560,-6.0042467,7.7138047
2561,10.428908,-0.37254718
2562,-7.214242,9.477325
2563,-10.476459,12.34178
2564,1.666212,-1.8484397
2565,1.0690103,-1.0983086
2566,2.5216892,3.9498029
2567,8.189919,0.56133586
2568,-3.61309,-0.1813063
2569,-4.623011,-5.7190137
2570,6.9107137,1.2908715
2571,3.7979422,3.0026665
2572,2.4731073,2.6401856
2573,-0.9895752,-1.6550876
2574,8.610846,1.042921
2575,-6.4265175,-6.881464
2576,-10.509698,11.113759
2577,-3.8938563,-6.5134163
2578,-5.387178,8.221259
2579,2.709457,1.9639708
2580,1.7386736,-0.30392587
2581,3.0073655,3.4635122
2582,-2.371336,-0.7099399
2583,1.7628729,5.6557107
2584,-9.016447,8.687486
2585,-0.4122307,-3.8976486
2586,0.05873392,-5.4757986
2587,-7.077012,3.2026625
2588,-6.742375,8.924165
2589,10.395136,-0.5022232
2590,-9.717609,11.320663
2591,-4.925448,-6.4746995
2592,-0.8272805,-4.3868537
2593,-6.0745687,-7.185968
2594,-0.0005141097,-3.459743
2595,-9.470697,11.668688
2596,-6.41693,-8.750893
2597,0.7676525,-2.4673848
2598,-5.563458,-4.911497
2599,4.1894283,2.599653
2600,3.5479329,1.1441262
2601,-5.1863947,-7.2834063
2602,-9.107948,10.262224
2603,3.7819955,1.7117511
2604,-1.0061022,-2.316722
2605,-0.38654414,-5.0684986
2606,7.691927,-0.39779946
2607,-1.4839296,0.64938736
2608,-4.8514442,-5.2755213
2609,8.596081,1.7225069
2610,5.938952,-0.034418177
2611,11.986608,-0.7314048
2612,-7.110212,6.007106
2613,-6.9484744,-9.104518
2614,-7.589186,-9.106659
2615,2.4502923,-1.3796544
2616,-6.6326947,-6.232364
2617,1.1565896,1.7352396
2618,-5.884825,9.190644
2619,0.28639004,-3.084224
2620,-5.0867963,6.554484
2621,-6.5251646,9.114422
2622,2.4138472,2.1804435
2623,8.583077,1.2683684
2624,7.688782,-0.9696984
2625,6.6552544,0.46528333
2626,-5.211654,-8.011872
2627,1.6116499,-1.0223008
2628,9.250169,-0.43666106
2629,-6.487717,-5.7024055
2630,-4.555846,-5.432244
2631,4.9332485,5.371559
2632,6.5185366,-0.20078678
2633,6.8793483,0.8769747
2634,-10.611787,16.101915
2635,9.334529,-1.1208605
2636,-8.408013,6.4043026
2637,2.8329482,5.232233
2638,3.888755,2.8146508
2639,-5.692837,-8.531958
2640,1.8999664,-4.0602775
2641,-8.033022,-10.0006695
2642,11.091323,-0.6441674
2643,4.2039957,3.0108092
2644,2.8577747,2.3413515
2645,-8.906454,10.742243
2646,4.2547984,0.98914033
2647,5.9698086,-1.002239
2648,11.348088,-0.43008208
2649,3.6908245,3.0206845
2650,-0.39639428,-4.2828307
2651,2.8834682,4.291135
2652,-3.604996,6.0655813
2653,8.066171,0.4337786
2654,8.261462,-0.15279593
2655,0.035370175,-2.978319
2656,-5.6675615,2.5747895
2657,1.5341583,-1.0132533
2658,-0.11827591,-2.7594047
2659,-6.819171,-9.224884
2660,8.29322,2.274484
2661,2.6306896,3.8708568
2662,12.87664,-0.6741474
2663,4.784466,3.2999794
2664,-0.7926092,0.19955115
2665,1.1006405,-3.4746602
2666,7.218515,0.42440704
2667,4.009271,3.8955986
2668,8.662342,-2.1990223
2669,6.885357,0.8880459
2670,-0.6268887,-4.759025
2671,6.8461266,-1.2491937
2672,8.493824,0.74982053
2673,9.567375,-1.0842369
2674,-4.7108293,-6.2815175
2675,2.7096307,1.5768061
2676,-1.4275138,-5.863334
2677,3.7819273,5.448945
2678,-4.956024,-7.571708
2679,-3.5487251,4.3090143
2680,3.1770322,3.498263
2681,-1.6512045,-2.4874659
2682,1.8860309,-0.6882232
2683,-5.340277,-6.2149506
2684,-1.9809247,-3.2474198
2685,3.080863,3.661725
2686,-7.23274,0.19670641
2687,3.0358493,1.5699551
2688,1.6356117,3.0182123
2689,-6.470079,-6.9711337
2690,7.7811785,-1.3568456
2691,7.9086857,0.6126926
2692,-4.5296783,7.6651683
2693,0.7632961,4.2062125
2694,4.058134,2.3690271
2695,-3.331962,-5.3729973
2696,0.049773194,-2.3611257
2697,12.18859,-0.49482802
2698,-5.6442266,-5.9624023
2699,4.1747255,4.2115827
2700,3.3302865,1.8629845
2701,4.8453784,4.9643216
2702,11.343118,-1.3506213
2703,4.2120214,4.6540837
2704,-6.848561,-8.5496855
2705,-8.431614,9.964982
2706,-7.3144484,9.520496
2707,-7.402417,-6.6696744
2708,-0.0032467747,0.123907946
2709,2.970821,2.880638
2710,3.639507,2.0025117
2711,3.9356523,3.847888
2712,-5.0471597,-7.60013
2713,0.4562345,-4.476134
2714,8.900688,-0.49900904
2715,3.4852178,1.6722721
2716,-5.7726316,-7.679802
2717,-6.1068935,-5.821844
2718,-10.602055,13.868716
2719,6.368913,0.6975369
2720,7.7029853,0.7871756
2721,-3.5631363,-5.9789157
2722,2.9882293,5.582048
2723,-0.43383828,-1.7206261
2724,-8.042289,-11.183397
2725,10.695568,-0.15602013
2726,4.81209,0.9018903
2727,-8.0185995,10.765838
2728,-4.337822,-5.554596
2729,-5.9157343,5.963008
2730,5.7923737,3.4117744
2731,8.785213,-1.9496413
2732,0.9060433,-3.2299926
2733,-6.559064,-8.626952
2734,-6.372567,-8.557892
2735,-6.0818467,4.909451
2736,-7.26517,-9.108884
2737,-0.6551941,-4.2084885
2738,-3.3956702,-4.2243414
2739,-6.543389,10.541031
2740,4.5994544,0.3634452
2741,-5.553295,8.119295
2742,2.8084004,2.3010812
2743,-5.8904414,-8.957802
2744,0.19908622,-4.152724
2745,-0.43514743,-2.5701118
2746,-8.34781,9.162078
2747,4.201253,6.14991
2748,1.2044243,-2.0413454
2749,-9.939303,10.713314
2750,0.8965869,-2.2848566
2751,-5.00289,6.290487
2752,-4.502477,-6.1680274
2753,4.2584243,2.0941944
2754,0.1932307,-4.4319787
2755,2.1074345,5.9967475
2756,0.93174237,-4.6281223
2757,4.8317137,3.956667
2758,5.807925,-0.69548446
2759,1.9902254,1.7743121
2760,-4.6946807,-6.96067
2761,-5.557482,-8.806496
2762,8.915446,-1.985884
2763,-4.974933,-6.364247
2764,9.32898,-1.2934101
2765,-5.384723,-6.7328343
2766,-5.106015,-6.5859275
2767,0.97372806,-3.6291454
2768,5.632062,-0.6137462
2769,-6.1031084,-8.04477
2770,8.289478,-1.0497185
2771,10.4186535,0.07152333
2772,-6.8791895,6.4738646
2773,-6.1212144,-6.303893
2774,5.613254,-0.04869855
2775,1.9931945,2.2930875
2776,-1.2298787,-1.1578183
2777,3.6664526,4.966003
2778,-7.5576305,-9.147398
2779,4.245173,3.292993
2780,-8.141331,11.198527
2781,6.109957,-0.6524818
2782,-7.8559427,3.422931
2783,-0.47597855,-5.4294844
2784,7.436684,1.5093503
2785,2.6247256,2.799009
2786,-5.9221735,-7.0091534
2787,-5.9202905,6.5069447
2788,-7.3986435,-9.72276
2789,-0.5085249,-2.3847613
2790,2.3745575,1.0361602
2791,-6.830375,-8.993054
2792,4.4867525,-0.105940334
2793,-5.857649,6.2873816
2794,-0.7882591,-3.6740677
2795,12.128168,-0.7693311
2796,4.571919,2.4540186
2797,0.4122431,-3.670439
2798,-1.3930027,-3.2320824
2799,-5.6345644,9.696859
2800,-5.2967734,-7.5636225
2801,4.692587,3.544309
2802,-3.966308,5.676556
2803,0.7981527,0.051727407
2804,12.009224,1.1246375
2805,-7.891814,-10.40881
2806,4.4496427,2.7736886
2807,-5.0980988,-4.8749375
2808,8.863969,-1.3461305
2809,14.197801,-1.1639125
2810,-10.195672,12.567479
2811,4.135752,4.4973083
2812,12.499606,-1.5673621
2813,-1.7502911,-2.7048128
2814,-0.8049679,-4.570394
2815,2.1110468,1.5497847
2816,0.58984697,-0.26628488
2817,10.924994,-1.2884384
2818,3.311905,4.723336
2819,-7.593724,-9.5512705
2820,9.71851,-0.6488504
2821,-2.3485532,6.879918
2822,3.9869614,4.542102
2823,-7.232986,-9.315183
2824,-4.937459,7.1392465
2825,11.9412565,-1.1116256
2826,-7.499926,3.4875581
2827,7.069571,-1.8158357
2828,9.018871,-1.1080537
2829,1.717786,-1.5558268
2830,-4.22356,-5.729607
2831,-9.671182,10.801434
2832,-5.052128,-5.861463
2833,-5.191695,-5.525144
2834,-11.460587,11.825835
2835,-6.643392,7.636646
2836,0.25584105,-4.490661
2837,-1.9472028,7.3102965
2838,-0.8209651,-3.6877115
2839,-9.111874,11.8236065
2840,3.8814986,3.6290128
2841,3.5952601,2.1990921
2842,-8.895791,8.344111
2843,-6.9373217,-10.191607
2844,2.8490493,-0.8464335
2845,-5.216406,-3.6575954
2846,3.684748,4.915487
2847,-6.635573,-7.784751
2848,-1.8104476,-3.0118928
2849,2.8235292,2.8205917
2850,0.41551825,-4.0522575
2851,12.78196,-0.47093123
2852,4.580007,3.3357985
2853,3.9942043,2.172317
2854,6.7334137,-1.2268629
2855,-0.4141739,-4.0903153
2856,-6.5255933,8.622422
2857,6.5473137,0.42597204
2858,-0.88557965,-2.5370164
2859,-4.6118693,-7.2606645
2860,12.993129,-1.0273067
2861,8.097826,-0.62095016
2862,-4.1045356,-4.0654087
2863,11.005093,0.10197305
2864,0.22454353,-1.4175029
2865,6.082871,-0.49348235
2866,-7.6527534,7.027369
2867,0.5628478,-3.0516834
2868,-2.9948285,2.3489654
2869,5.013941,-0.538103
2870,11.403925,1.0127101
2871,-5.0347843,-6.5540223
2872,-6.366605,-8.396884
2873,-1.6362777,-6.0719085
2874,3.1797264,2.0704772
2875,4.5360165,1.6850419
2876,1.8491837,2.0821328
2877,-5.1503267,-6.636527
2878,-6.5289316,-8.273742
2879,-5.7527947,-6.7683797
2880,2.9989953,0.5808626
2881,2.9159734,0.77317107
2882,-4.9507775,-8.5667925
2883,6.8285,0.17850028
2884,6.8668923,0.056162015
2885,1.7219436,-4.3214993
2886,10.851641,-0.27726975
2887,-0.45492855,-3.4826872
2888,8.590062,0.4299305
2889,-1.6030163,-3.2709565
2890,-4.752306,2.8361864
2891,-2.6340878,-4.5771112
2892,1.3347341,-1.4701663
2893,9.950625,1.8790522
2894,3.9525294,1.3669485
2895,3.3212004,3.7918446
2896,0.15817182,-3.4308102
2897,4.2321177,2.6416476
2898,-5.585509,-7.3681927
2899,0.17068252,-3.6891215
2900,3.7988636,3.5039983
2901,12.3088045,0.6783742
2902,11.540083,-0.0049400893
2903,-10.335816,11.795504
2904,9.701028,-1.0020045
2905,1.2688444,-3.6811802
2906,10.655206,-0.7450748
2907,3.0353603,4.7357006
2908,3.1762383,1.8160524
2909,2.8092802,0.8806805
2910,-7.753277,6.8913903
2911,-9.010795,7.1529927
2912,3.2163136,2.6884267
2913,-5.5573545,-7.499709
2914,-8.863316,9.73493
2915,0.7754999,-3.888464
2916,-6.4609604,4.9079533
2917,-7.4795513,-6.1976027
2918,-0.5394576,-4.1713557
2919,-5.7749114,-7.876803
2920,8.432577,-0.2561622
2921,-4.678959,2.8497574
2922,7.597447,-2.4365005
2923,3.496437,1.4508166
2924,6.6045074,0.36157614
2925,3.08546,3.9881673
2926,-0.17579538,-3.5308695
2927,-5.3873963,11.265097
2928,-0.058934763,-4.5449433
2929,6.3296795,0.2026924
2930,12.060391,-0.12182362
2931,3.057357,4.8047466
2932,-6.467404,5.396725
2933,-1.6625986,3.6114147
2934,7.4258103,0.84712714
2935,-7.4108872,7.410726
2936,0.06948254,-3.5974622
2937,3.5404587,4.811041
2938,4.0181556,4.9608226
2939,-1.0091145,-4.7495017
2940,2.2991188,-2.341997
2941,7.6281166,-0.0877884
2942,-5.501018,-6.2627745
2943,9.435994,0.31151688
2944,3.9058151,3.7147164
2945,0.010011856,-2.839878
2946,6.8943987,0.28675878
2947,2.4953604,3.0286472
2948,1.958982,-0.44188148
2949,-2.5331776,-3.6388633
2950,4.2402244,3.2300718
2951,0.60060513,-2.9009774
2952,5.47391,-0.95077604
2953,9.944217,-0.29847425
2954,-5.7196827,-9.201849
2955,-2.7742136,-3.1559908
2956,0.077863656,-2.868455
2957,0.7462881,-1.9815862
2958,-7.4052234,9.247885
2959,-8.984527,12.329085
2960,-0.26395905,-0.93969166
2961,-6.1730895,-8.153014
2962,-5.2823253,6.685506
2963,5.4840894,-0.6165409
2964,-6.9790235,-9.989466
2965,9.229404,-1.2716321
2966,-6.513101,-8.497296
2967,-2.7428682,-5.091961
2968,-0.6748989,-2.3350728
2969,-7.128416,-7.5493455
2970,-8.15309,9.518183
2971,-7.805517,8.84559
2972,4.274224,-3.698142
2973,-2.5216246,-3.2570996
2974,-5.5098095,-7.167643
2975,2.861533,5.291613
2976,-0.08280638,-3.738692
2977,3.925414,2.7973545
2978,12.850093,0.38040635
2979,-8.642431,9.6749525
2980,0.88344663,-2.831733
2981,-6.337583,-7.4496317
2982,-0.032831125,-2.43757
2983,0.025565682,-2.4732726
2984,0.51614034,-2.6966925
2985,-8.500981,-10.702485
2986,5.1052656,3.0642107
2987,1.7514179,-2.9787304
2988,-6.798264,-9.013369
2989,1.5863247,-2.2802422
2990,7.9060845,-1.5679642
2991,5.650674,2.0652313
2992,4.6222215,0.16982505
2993,-0.9256959,-2.4495115
2994,-6.4975834,-8.837574
2995,-3.0089276,6.1338377
2996,-2.84285,3.5122523
2997,8.013762,-0.9344542
2998,4.0814333,2.5187566
2999,-5.5801845,-7.78344
3000,0.8289473,-1.7938038
3001,9.778675,0.36044016
3002,-4.0562267,4.8717318
3003,12.148399,-1.6415751
3004,4.437658,3.892655
3005,-6.602182,9.685943
3006,-0.7847797,-3.540277
3007,-1.8428264,4.6626534
3008,0.7060496,-3.7014027
3009,-0.87062305,-2.7598305
3010,10.543845,-0.5991305
3011,7.61171,1.282209
3012,-4.0447745,5.8040066
3013,-7.0151258,5.747516
3014,-2.4945643,-2.6424816
3015,7.566781,0.6530605
3016,-7.772954,8.331443
3017,-7.773451,-9.558452
3018,-5.3365946,5.1334023
3019,-4.9124413,-6.402115
3020,3.5828178,3.7722049
3021,0.45659742,-1.2369118
3022,-5.574909,-7.6714864
3023,3.659968,2.3881252
3024,-7.8668923,8.650449
3025,1.830024,3.828031
3026,14.136681,-1.316813
3027,-2.5386407,1.0099043
3028,-5.1133084,-6.8302646
3029,-7.9052453,-9.828607
3030,-4.70677,2.7945852
3031,-6.812745,-8.961393
3032,6.10905,-0.9195036
3033,-8.014719,-7.181896
3034,-6.9543757,7.594144
3035,8.039504,0.30778366
3036,9.303477,-0.4147959
3037,4.4183087,3.942206
3038,-6.7464647,-10.0631485
3039,0.113417275,6.912193
3040,-6.2200694,-8.178461
3041,3.0330875,1.5072696
3042,0.8531914,-4.0233474
3043,4.155151,5.948867
3044,8.262307,0.47848076
3045,-5.5619082,4.1716747
3046,5.37634,1.1824844
3047,8.227994,0.8894275
3048,-2.3348675,-5.671973
3049,-1.36504,-3.2216384
3050,6.1836166,0.9302668
3051,-6.752032,9.4251375
3052,-4.8251834,-7.5093226
3053,1.7362238,-1.7718395
3054,3.399601,4.466161
3055,0.28391913,-1.6457671
3056,8.938576,-1.3030899
3057,-2.8381038,-3.3376465
3058,-7.298383,3.1680298
3059,-5.0692163,5.0869007
3060,-7.7142873,-8.338198
3061,3.1979926,4.488302
3062,1.030324,-4.209456
3063,-1.414286,-4.325884
3064,-4.1741896,7.6401105
3065,-5.68134,-5.6699033
3066,9.339532,-0.77148575
3067,3.3972623,3.0942192
3068,-4.926463,-5.9118257
3069,2.8679764,3.5793166
3070,10.801157,0.99763197
3071,-3.2924457,-2.0794408
3072,-5.8594966,-6.451823
3073,-2.838539,3.4401217
3074,2.6316905,3.6976476
3075,3.8589466,2.5767915
3076,-0.05881331,-4.2086267
3077,1.2797089,-2.175423
3078,-4.7619333,-4.90908
3079,-5.8942637,-6.372445
3080,-0.0035634802,-4.381916
3081,-9.216546,11.256234
3082,4.5839615,3.9157774
3083,-0.8551531,-4.114706
3084,1.617707,1.050353
3085,8.463518,-0.66872174
3086,-8.532191,9.637642
3087,-5.425078,-5.177441
3088,-8.850444,9.452368
3089,4.0283504,0.1428391
3090,-0.45710474,-2.7979007
3091,10.455555,-2.0472908
3092,-4.293843,-6.848268
3093,-4.794993,-6.396372
3094,-4.3552437,-3.3059618
3095,2.0392644,2.7913418
3096,10.382792,-0.51017755
3097,-6.621163,7.624616
3098,10.393708,-0.99758667
3099,4.5245395,4.48168
3100,-2.2904456,0.40502942
3101,-4.6602216,-6.85917
3102,-5.503527,-7.206244
3103,3.6656332,-0.4931389
3104,2.4687088,4.7042623
3105,10.647028,0.34524724
3106,0.28872144,-4.397328
3107,0.62655777,-3.4177153
3108,-5.6359715,-6.283315
3109,-6.1903543,3.798572
3110,8.750057,-1.7818608
3111,-2.2371814,-5.65107
3112,-8.217362,8.856739
3113,-5.868145,-7.7713437
3114,-1.0613741,-3.7846692
3115,9.861764,2.0347714
3116,1.2289068,2.1426003
3117,-5.447441,-4.8444233
3118,-6.1394353,-8.52907
3119,4.187076,4.5531597
3120,-7.738613,8.886252
3121,-6.9526815,7.2718587
3122,2.469357,3.668751
3123,6.0546675,3.0531602
3124,0.24420941,-0.16102958
3125,-6.494266,-7.858975
3126,4.282131,3.3103015
3127,8.867469,0.12872425
3128,-0.32664707,-3.3737335
3129,4.3897767,2.1718042
3130,3.9642508,3.766149
3131,0.53425807,-3.113495
3132,-0.23389544,-4.638864
3133,4.1231036,4.110884
3134,0.0009129857,-4.1960964
3135,-11.4884615,12.555382
3136,3.8375924,4.5659666
3137,-5.5747333,6.4371257
3138,-6.4413776,5.3611317
3139,6.1946297,2.0610588
3140,-6.7927246,4.2890105
3141,-1.4112896,-5.269865
3142,1.5256778,-2.1217597
3143,-8.525625,-7.6443634
3144,-2.760488,-7.190889
3145,-5.5401607,7.3673735
3146,-0.5782168,-0.053115074
3147,12.711442,-0.34821883
3148,5.609174,-0.9707723
3149,4.5798635,1.9630522
3150,0.02600779,-4.1932054
3151,-2.5010076,-4.7609367
3152,4.1326046,2.5953677
3153,-5.32042,6.259448
3154,-6.3223224,3.8450646
3155,3.378371,1.0155305
3156,2.8607469,-2.015902
